id,name
10224,Шумова Марина Вадимовна
10226,Яковлева Нина Никифоровна
10227,Якушева Ирина Константиновна
10228,Ярошенко Ирина Ильинична
10229,Ясинская Елена Савельевна
10230,Алексанникова Ольга Владимировна
10235,Барсуков Андрей  Николаевич
10236,Блохина Ю.Ф. 
10240,Березкина Клавдия Александровна
10241,Бойко Татьяна Александровна
10242,Будюхина Ирина Георгиевна
10243,Бушмелева Ольга Валерьевна
10244,Васильева Татьяна Аркадьевна
10245,Виноградова Екатерина Анатольевна
10246,Висящева Галина Дементьевна
10247,Возмителенко Светлана Александровна
10248,Воронцова Марина Викторовна
10249,Гаврилова Ольга Васильевна
10252,Гришанович Марина Вадимовна
10254,Давыдова Татьяна Федоровна
10255,Демидова Елена Александровна
10256,Димова Татьяна Ивановна
10257,Кутепов Андрей  Владимирович
10261,Попова Е. В.
10262,Завацкая Светлана Владимировна
10263,Иванова Любовь Геннадьевна
10264,Иваськова Анна Юрьевна
10265,Кардаш Анна Альбертовна
10266,Климова Мария Юрьевна
10267,Комарова Светлана Викторовна
10268,Курсенко Лилия Петровна
10269,Куртев Андрей Андреевич
10272,Осипова Надежда Вениаминовна
10273,Паршихина Галина Сергеевна
10275,Сенчук Владимир Владимирович
10276,Скобелева Людмила Борисовна
10278,Толкачева Наталья Юрьевна
10280,Федорова Светлана Валентиновна
10281,Федорова Светлана Владимировна
10283,Цеунчик Татьяна Александровна
10284,Челнокова Ирина Николаевна
10306,Григорьева Надежда Борисовна
10319,Жевага Людмила Михайловна
10321,Райский Павел  Валерьевич
10322,Репетуха Валентина  Васильевна
10323,Устинова Анастасия  Петровна
10324,Филатова Вероника Викторовна
10325,Коточигова Людмила  Сергеевна
10332,Комар И. А.
10333,Доманицкая Наталья  Владимировна
10335,Верховых Ирина Сергеевна
10342,Биланчук Василий  Владимирович
10352,Тымкован Н. П.
10354,Стегниенко С. А.
10357,Савенкова Елена  Львовна
10358,Ласькова Е.Ю. 
10362,Короткова Е.А. 
10364,Смирнова Елена  Владимировна
10365,Баранова Е.Л. 
10370,Кельманский Данил Сергеевич
10371,Кибец Владимир Пантелеевич
10372,Романова Светлана Федоровна
10373,Сидарчук Ольга Владимировна
10374,Ткачева Елена Николаевна
10375,Уткина Галина Александровна
10376,Швайченко Александр Борисович
10377,Щемелев Михаил Борисович
10392,Подъячев Александр Николаевич
10393,Коробова Ирина Владимировна
10395,Заварина Светлана Анатольевна
10396,Кокорина Тамара Викторовна
10397,Егорова Ирина Ивановна
10398,Михайлов Юрий Петрович
10400,Шевелёв Евгений Евгеньевич
10401,Желткевич Светлана Александровна
10403,Савельева Наталья Альбертовна
10405,Кульпина Раиса Михайловна
10408,Матвеева Наталья Александровна
10412,Буянкина С.А. 
10414,Абенякова Елизавета Федоровна
10415,Александрова Елена Анатольевна
10416,Алескеров Джавад Шахин-оглы
10417,Андреева Светлана Леонидовна
10418,Андреева Татьяна Васильевна
10419,Андреева Татьяна Вячеславовна
10421,Афанасьев Герман Иванович
10422,Афанасьева Галина Александровна
10423,Афанасьева Нина Анатольевна
10424,Бабусенко Наталья Михайловна
10425,Бадакова Зинаида Владимировна
10426,Баранова Галина Борисовна
10427,Беляева Людмила Юрьевна
10428,Беляевская Марина Вячеславовна
10429,Букин Евгений Александрович
10430,Бурова Вера Алексеевна
10431,Бучкина Надежда Николаевна
10432,Васильева Таисия Ивановна
10435,Векшин Михаил Иванович
10436,Гетьман Жанна Юрьевна
10437,Горохова Ольга Семеновна
10439,Гришина Людмила Анатольевна
10440,Грищенко Анжела Викторовна
10442,Гуменная Светлана Викторовна
10443,Гусева Татьяна Григорьевна
10445,Довга Галина Вячеславовна
10446,Долгая Лариса Михайловна
10447,Домничева Ирина Владимировна
10448,Дубина Надежда Ивановна
10449,Дубовик Светлана Владимировна
10450,Дыренкова Тамара Петровна
10451,Дюба Светлана Андреевна
10452,Зимина Любовь Викторовна
10453,Зубко Ирина Геннадьевна
10454,Зырянова Татьяна Николаевна
10455,Ильина Мария Сергеевна
10456,Исаева Татьяна Викторовна
10457,Калинина Марина Владимировна
10458,Гуцал Ольга Александровна
10459,Пономарева О.В. 
10462,Ложкина Александра  Юрьевна
10463,Никитасенко Илона  Александровна
10465,Бабурина Анна  Эдуардовна
10466,Глонина Дарья  Андреевна
10468,Верстак Т.В. 
10469,Мигаль Н.Н. 
10470,Красовская М.В. 
10485,Камчаткина Татьяна Александровна
10486,Касаткина Елена Юрьевна
10487,Кассина Лариса Дмитриевна
10488,Квятык Анна Владимировна
10489,Князева Наталия Александровна
10490,Ковалева Марина Владимировна
10491,Косый Сергей Николаевич
10492,Кривовяз Ирина Владимировна
10493,Куликова Юлия Анатольевна
10494,Куприна Марина Александровна
10495,Куслин Игорь Иванович
10496,Ларионова Татьяна Викторовна
10497,Лев Игорь Альбертович
10498,Локтионова Федора Михайловна
10499,Лубнина Наталия Евгеньевна
10500,Майорова Светлана Николаевна
10501,Максимова Светлана Михайловна
10502,Масленок Ольга Филипповна
10503,Махсатов Камолиддин 
10504,Мельникова Галина Сергеевна
10505,Назарова Ольга Николаевна
10506,Назимова Анна Юрьевна
10508,Ничутин Юрий Валерьевич
10509,Оводова Елена Геннадьевна
10510,Оводова Ольга Александровна
10511,Овчаренко Тимур Геннадьевич
10512,Орлова Елена Алексеевна
10513,Орлова Мария Валерьевна
10514,Орлова Светлана Львовна
10515,Павлушкина Марина Николаевна
10516,Пахоменко Юлия Владимировна
10517,Плетнева Ирина Михайловна
10519,Полянская Елена Александровна
10520,Пошехонова Ольга Владимировна
10521,Пюстонен Надежда Владимировна
10522,Радченко Елена Васильевна
10523,Рак Александр Анатольевич
10524,Расулова Юлия Владимировна
10525,Резчикова Галина Борисовна
10526,Родионова Наталья Владимировна
10527,Рудаков Руслан Александрович
10529,Рясько Марина Николаевна
10530,Самсонова Надежда Евгеньевна
10531,Сарксян Татьяна Геннадьевна
10532,Соболева Наталия Александровна
10533,Соловьева Галина Витальевна
10534,Соловьева Наталья Александровна
10535,Стуканов Игорь Александрович
10536,Тарасенко Светлана Александровна
10537,Тур Василий Афанасьевич
10538,Фролова Ирина Александровна
10539,Хмелева Ирина Николаевна
10540,Хомич Евгения Анатольевна
10541,Хрущева Наталья Николаевна
10542,Цветкова Вера Ивановна
10543,Цыбульская Зинаида Максимовна
10544,Чепчугова Надежда Владимировна
10546,Черноусик Вера Евгеньевна
10547,Шатова Юлия Владимировна
10548,Шкуратова Марина Валерьевна
10549,Шумеева Тамара Анатольевна
10550,Щербинин Игорь Николаевич
10551,Юхневич Елена Александровна
10552,Язневич Светлана Николаевна
10553,Якк Валентина Алексеевна
10555,Кадомцева Карина Андреевна
10556,Баташова Е.С. 
10557,Белоус Я.В. 
10558,Ванина Е.Н. 
10559,Вербицкая М.А. 
10560,Говор О.А. 
10561,Делюкина Т.Г. 
10563,Дубовик С.В. 
10564,Лайкова Н.Н. 
10565,Месяц И.О. 
10566,Скугарев Игорь  Юрьевич
10567,Томилович Е.А. 
10583,Ботоногова Снежана Петровна
10584,Пушная Любовь Михайловна
10585,Фёдоров Александр Григорьевич
10586,Лекавичене Наталья Александровна
10587,Микитенко Елена Васильевна
10588,Фомина Юлия Николаевна
10589,Смотрова Евгения Андреевна
10590,Глотова Елена Алексеевна
10591,Беляева Наталия Александровна
10592,Животов Сергей Анатольевич
10593,Великовская Маргарита Владимировна
10595,Назаренко Денис  Сергеевич
10596,Забродская Майя Алексеевна
10597,Плескач Ирина  Владимировна
10604,Твердохлебова Любовь  Ивановна
10607,Иванова Галина  Витальевна 
10613,Шаешников Владимир Константинович
10636,Ильина Татьяна Викторовна
10637,Карпенко Ольга Николаевна
10638,Ким Светлана Анатольевна
10641,Лапшина Мария Михайловна
10642,Орлова Ярослава Валерьевна
10643,Баязитов Олег Робертович
10644,Барсков Игорь Николаевич
10645,Захарова Элина Викторовна
10646,Белецкий Павел Петрович
10648,Пискун Андрей Николаевич
10650,Козырецкий Е. Н.
10657,Абдульманов Алексей Нургалиевич
10662,Катаева А.В. 
10667,Нижегородцев А.Н. 
10670,Маратканов Степан Сергеевич
10676,Сычёв Вячеслав Степанович
10684,Фоменко Михаил Александрович
10685,Бухтояров Олег Викторович
10686,Беленький В.Г. 
10691,Миронов Николай Александрович
10692,Мидько Александр Александрович
10698,Лозобко Л.Г. 
10723,Ястребов Геннадий  Андреевич
10724,Тимофеев С.А. 
10725,Куксин А.С. 
10726,Соколова О.В. 
10762,Мартынов Евгений Владимирович
10763,Шельпеков Александр Евгеньевич
10764,Титов Алексей Николаевич
10765,Кадыков Сергей Васильевич
10766,Галий Виктор  Валентинович
10767,Шуфлик Сергей Николаевич
10768,Державицкий Андрей Евгеньевич
10769,Шостак Пётр Григорьевич
10770,Васильев Николай  Леонидович
10771,Гартман Геннадий  Петрович
10772,Попето Андрей Леонидович 
10773,Савенко Сергей Владимирович
10774,Бирюкова Елена Дмитриевна
10775,Шушин Юрий Павлович
10776,Траленко Игорь Евгеньевич
10777,Машканцев Александр Леонидович
10778,Мальковская Елена Анатольевна
10786,Саражинский Анатолий  Васильевич
10800,Гореликова Анна Винцас
10801,Шевелева Ольга Валерьевна
10802,Гертнер Виктория Сергеевна
10803,Тишкова Карина Петровна
10804,Боброцяк Надежда Николаевна
10805,Тубаева Оксана  Игоревна
10806,Лямбертас Лариса  Викторовна
10826,Иванова Юлия Анатольевна
10827,Чвырова Елена Сергеевна
10829,Санкина Евгения Георгиевна
10830,Михеева Елена Петровна
10832,Святкина Татьяна Петровна
10834,Булычкова Зинаида Алексеевна
10835,Шлыкова Анжела Сергеевна
10836,Коваленя Светлана Николаевна
10837,Рябинина Юлия Валерьевна
10838,Кадыков Сергей Андреевич
10839,Еньков Леонид Владимирович
10840,Полякова Светлана Сергеевна
10842,Ардаков Александр Сергеевич
10843,Киселева Светлана Вальтеровна
10844,Абрамова Анна Петровна
10846,Привалов Сергей Иванович
10847,Мухина Людмила Николаевна
10848,Будрикас Владислава Владимировна
10849,Пономарев Дмитрий Александрович
10851,Ена Тамара Ивановна
10852,Веркольская Эльвира Закировна
10853,Мефедова Таисия Васильевна
10859,Захохова О. Н.
10860,Зель В.А. 
10873,Левчук Виктор Андреевич
10885,Бесшапочникова Лариса Николаевна
10896,Иванчикова О. В.
10897,Илюхина О. В.
10899,Казанцева В. Ю.
10901,Коваленко М. П.
10902,Ковальчук Н. В.
10903,Козлова С.С. 
10904,Колобова И. Н.
10905,Коломиец Н. В.
10906,Копылова И. А.
10908,Кульбицкая К. Н.
10909,Кулягина И. Н.
10910,Кунгурова Н. Н.
10912,Кучковская Н. И.
10921,Моногарова Н. А.
10922,Морозова Е. А.
10928,Парамонова Т. В.
10938,Клопова Ирина  Николаевна 
10962,Покидина Т. Ф.
10965,Помогаева Л. В.
10966,Пономарев А. Н.
10974,Щербакова Ирина Чеславовна
10977,Шевчук Анжелика Иосифовна
10978,Андриенко Михаил Николаевич
10979,Мочалов Эдуард Эдуардович
10980,Белова Юлия Александровна
10982,Вараксова Наталья Петровна
10986,Вишняков Владимир Евгеньевич
10987,Владимирова Ирина Анатольевна
10988,Войнова Елена Драгановна
10989,Воробьева Наталья Александровна
10990,Воронко Александр Николаевич
10991,Гиацинтов Сергей Александрович
10993,Григорцева Елена Ярославовна
10994,Гунченко Елена Николаевна
10997,Дорогова Антонина Александровна
10998,Доронина Ольга Алексеевна
10999,Дроздецкая Марина Валентиновна
11000,Дубовая Александра Викторовна
11002,Зубец Ирина Игоревна
11003,Иванова Ирина Рысьяновна
11005,Ильин Вадим Борисович
11007,Касымова Екатерина Юрьевна
11008,Ковалева Елена Михайловна
11009,Комарова Елена Владимировна
11010,Копылова Юлия Алексеевна
11011,Крылова Елена Викторовна
11013,Лысенко Надежда Михайловна
11014,Маковкина Ольга Владимировна
11015,Максимов Александр Васильевич
11016,Марцулевич Валерий Антонович
11017,Махонина Клавдия Евгеньевна
11018,Медведева Татьяна Александровна
11021,Наркевич Мария Владимировна
11022,Недбай Фаина Валерьевна
11023,Орлова Татьяна Николаевна
11024,Пастернак Валерия Олеговна
11025,Петрова Ирина Владимировна
11026,Плотник Анна Анатольевна
11027,Прем Татьяна Сергеевна
11028,Руссу Ирина Николаевна
11031,Сафонова Татьяна Витальевна
11032,Свирид Татьяна Вадимовна
11034,Урусова Галия Фяритьевна
11035,Федотова Светлана Олеговна
11036,Филиппова Юлия Анатольевна
11038,Чернякова Елена Александровна
11039,Чистякова Наталья Николаевна
11040,Шаповал Светлана Владимировна
11049,Сеченова Л. В.
11051,Сикач М. Н.
11064,Троянова Е. Е.
11065,Тюнякина Е. Б.
11082,Шлыков И. Н.
11089,Поляков Виктор Юрьевич
11090,Шевелкина Светлана Юрьевна
11092,Матущак Татьяна Анатольевна
11093,Быстрова Лариса Ахметовна
11094,Гладышева Яна Феликсовна
11095,Азарова Юлия Владимировна
11096,Пашкова Елена Александровна
11097,Дроздова Ирина Николаевна
11098,Тихонова Маргарита Михайловна
11100,Халдеева Наталья Юрьевна
11101,Кичибеков Аслан Пирмурадович
11102,Усков Сергей Александрович
11103,Алексеенко Анатолий Васильевич
11104,Саврасов Александр Викторович
11106,Михайлова Олеся  Михайловна
11107,Видашев Игорь Игоревич
11108,Полуэктов Михаил Анатольевич
11109,Батурин Роман Григорьевич
11110,Ундалов Анатолий Иванович
11111,Авдеев Виталий Николаевич
11112,Мороз Сергей Анатольевич
11113,Самуйленко Юрий Михайлович
11114,Пастухов Алексей Вячеславович
11115,Белошенко Юрий Сергеевич
11117,Дашков Сергей   Федорович
11119,Черновалов Александр Валерьевич
11120,Гезалов Александр Назирович
11121,Биржов Андрей Витальевич
11122,Аракелян Карен Карленович
11123,Егельская Дина Петровна
11124,Киланов Анатолий Дмитриевич
11125,Алексеев Сергей Петрович
11126,Остапюк Сергей Николаевич
11127,Пятаков Алексей Александрович
11128,Думина Ольга Ивановна
11129,Ромашко Нина  Николаевна
11130,Усачёв Валерий Николаевич
11131,Чириков Алексей Львович
11132,Говголенко Андрей Владимирович
11133,Кытманов Олег Викторович
11134,Шахов Иван Юрьевич
11135,Логинова Наталья Юрьевна
11136,Сизухин Михаил Николаевич
11137,Грачев Сергей Геннадиевич
11138,Ершов Сергей Владимирович
11139,Хайрулин Фарид Абсаматович
11140,Сызранова Анна Михайловна
11141,Шалыгин Виктор Васильевич
11143,Самигуллин Бакир Ахметович
11144,Акъюлов Сайфун Сагадаткираевич
11145,Капустин Михаил Львович
11146,Виноградов Андрей Леонидович
11147,Мачушкин Михаил Владимирович
11148,Матвеев Андрей Вячеславович
11149,Ялкаев Игорь Анатольевич
11151,Хутов Аслан Корнеевич
11153,Жалнин Геннадий Рувимович
11154,Степанова Дарима Владимировна
11155,Задорожный Павел Михайлович
11156,Муравьев Владислав Николаевич
11157,Коваль Сергей Петрович
11158,Халтаева Ольга  Александровна
11159,Даххаев Муслим Магомедович
11160,Шахмурадов Бадрутин Шахабутинович
11161,Магомедов Аликади Рабазанович
11162,Гюльметов Фаррух Гюльметович
11163,Камалудинов Рамазан Идрисович
11164,Уллубиева Наталья  Васильевна
11165,Фомченко Виталий Петрович
11166,Макаров Виталий Валерьевич
11168,Прыгичев Александр Вольтерович
11169,Рыжова Александра Петровна
11170,Голубев Борис Павлович
11171,Сорокин Владимир Иванович
11172,Кодочигов Вячеслав Алексеевич
11173,Офтин Виктор Евгеньевич
11174,Клюй Сергей Иванович
11175,Ришовский Валентин Леонидович
11176,Григорьев Алексей Валерьевич
11177,Борисенко Людмила Анатольевна
11178,Савельев Сергей Владимирович
11179,Баранов Алексей Борисович
11180,Вертиев Андрей Валентинович
11181,Мишенькин Андрей Владимирович
11182,Шипунов Геннадий Витальевич
11183,Багрецов Дмитрий Александрович
11184,Чернов Геннадий Николаевич
11185,Никишин Владислав Геннадьевич
11186,Изволов Игорь Александрович
11187,Касаткин Павел Владимирович
11188,Мельник Владимир Владимирович
11190,Радченко Павел Васильевич
11193,Космылин Андрей Иванович
11194,Бережной Александр Леонидович
11195,Маржохов Мухамед Харабиевич
11196,Теуважуков Мурадин Мусович
11197,Фоменко Андрей Иванович
11198,Понежев Мурат Хауелович
11201,Гайдук Евгений Николаевич
11202,Трофимов Юрий Иванович
11203,Лопатин Вадим Иванович
11210,Патронов Сергей Владиславович
11212,Воробьев Сергей Владимирович
11214,Сусликова Светлана Леонидовна
11215,Сангаджигоряев Николай Иванович
11216,Половенко Сергей Викторович
11217,Рабозей Евгений Олегович
11218,Акулов Павел Михайлович
11219,Краснобаев Игорь Владимирович
11220,Семенов Валерий Петрович
11221,Куцев Николай Николаевич
11222,Турклиев Назир Унухович
11223,Антонкин Константин Геннадьевич
11224,Тарасов Дмитрий Анатольевич
11225,Коломников Олег Владимирович
11228,Никитеев Владимир Иннокентьевич
11229,Попов Кирилл Владимирович
11230,Бульба Вячеслав Михайлович
11231,Филимонов Сергей Викторович
11232,Кунстман Виктор Константинович
11233,Лесникова О.А. 
11234,Смирнов Алексей Константинович
11236,Ткачук Юрий Петрович
11237,Пашенцев Александр Дмитриевич
11238,Лепилов Сергей Вячеславович
11239,Смирнова Юлия  Анатольевна
11240,Просвернин Александр Александрович
11241,Гончаров Владимир Иванович
11243,Сердюк Игорь  Евгеньевич
11244,Ильясов Ильгиз Юнусович
11245,Дроздецкий Андрей Анатольевич
11246,Першин Андрей Сергеевич
11247,Трачук Александр Владимирович
11248,Хочков Юрий Владимирович
11249,Назаров Владимир Михайлович
11250,Герасимов Сергей Ермагенович
11251,Козлов Сергей Викторович
11252,Марченко Виктор Владимирович
11253,Михайлова О. А.
11254,Чейкин Геннадий Анатольевич
11255,Лаптев Геннадий Петрович
11256,Орлова Антонина Валентиновна
11257,Дронов Вадим Владимирович
11259,Кирюшин Геннадий Викторович
11260,Пилипонюк Владимир Ильич
11261,Демчишин Владимир Иванович
11262,Мар Александр Николаевич
11263,Мартынов Олег Анатольевич
11264,Басос Вера Павловна
11265,Новиков Андрей Владимирович
11266,Поселенов Владимир Николаевич
11267,Омельченко Юрий Витальевич
11268,Вологдин Виктор Андреевич
11269,Шихов Евгений Витальевич
11270,Кудрин Александр Юрьевич
11271,Саблин Сергей Николаевич
11272,Фокин Дмитрий Геннадьевич
11273,Алексеев Виктор Николаевич
11274,Прускавцова Ольга  Юрьевна
11275,Бадма-Халгаев Тимофей Васильевич
11278,Терех Александр Владимирович
11279,Ерофеев Анатолий Александрович
11280,Федотов Алексей Владимирович
11281,Никуленков Александр Александрович
11282,Фурдуй Лариса Тимофеевна
11283,Дежуров Виктор Алексеевич
11284,Протопопов Александр Витальевич
11285,Федорко Сергей Николаевич
11286,Мастрюков Андрей Кимович
11287,Матвеичев Игорь Александрович
11289,Кошкина Т.Г. 
11290,Девятов Михаил Анатольевич
11291,Оселков Александр Иванович
11292,Соломин Сергей Валерьевич
11293,Шальнева Лариса Викторовна
11294,Березнев Константин Вячеславович
11295,Щерба Виталий Юрьевич
11296,Стариков Евгений Владимирович
11297,Лелеко Валерий Михайлович
11299,Иванов И. В.
11301,Матвеенко Александр Витальевич
11302,Снегирёв Иван Михайлович
11303,Иванов Валерий Евдокимович
11304,Сарафанников Михаил Александрович
11305,Рыбаков Дмитрий Алексеевич
11306,Швецов Евгений Владимирович
11307,Семененко Александр Васильевич
11308,Овечкина Ольга Валерьевна
11309,Ерина Татьяна  Витальевна
11310,Симченков Олег Викторович
11311,Мустайкин Леонид Викторович
11312,Крамаренко Александр Васильевич
11313,Поршин Сергей Васильевич
11314,Доронин Владимир Александрович
11315,Коновалов Дмитрий Николаевич
11316,Чернов Георгий Викторович
11317,Дорохин Юрий Витальевич
11318,Илюшечкин Андрей Валерьевич
11319,Андреев Владимир Васильевич
11320,Литт Виталий Викторович
11321,Моравец Владимир Валерьевич
11322,Акакин Андрей Владимирович
11323,Мотронюк Александр Васильевич
11324,Орлов Геннадий Алексеевич
11325,Корючин Сергей Викторович
11326,Книс Константин Александрович
11327,Ашихин Юрий Петрович
11328,Ефименко Сергей Дмитриевич
11329,Елохин Андрей Владимирович
11330,Покалюхин Роман Владимирович
11331,Горшков Александр Викторович
11332,Качкуркин Александр Александрович
11333,Семёнов Юрий Николаевич
11334,Зоркин Сергей Владимирович
11335,Дмитриев Владимир Владимирович
11336,Артюшина Наталия Юрьевна
11342,Еремин Сергей Викторович
11343,Киктев Алексей Александрович
11344,Завьялов Олег Эдуардович
11345,Обломий Дмитрий Иванович
11347,Лымарь Юрий Анатольевич
11348,Гридасов Андрей Николаевич
11349,Соловьев Александр Леонидович
11351,Леонов Виктор Владимирович
11352,Ополченская Валентина Викторовна
11353,Смирнов Сергей Юрьевич
11354,Молоков Дмитрий Владимирович
11355,Любовин Андрей Михайлович
11356,Карабиневский Валерий Владимирович
11357,Манакова Ольга Павловна
11358,Ушаков Сергей Анатольевич
11359,Ягьяев Рамазан Азаматович
11360,Фролов Андриан Анатольевич
11361,Борсук Сергей Александрович
11362,Лобода Александр Михайлович
11363,Макаров Максим Алексеевич
11364,Алмазов Рамиз Чобан-Оглы
11365,Дорош Валерий Михайлович
11366,Неймарк Григорий Владиславович
11367,Белевитин Олег Борисович
11368,Маливанчук Артур Станиславович
11369,Морозова Светлана Викторовна
11370,Гнездилов Александр Васильевич
11371,Бугаенко Сергей Викторович
11372,Никоноров Александр Сергеевич
11373,Стецюр-Мова Александр Георгиевич
11374,Кабалдин Сергей Дмитриевич
11375,Курышова Светлана  Гавриловна
11376,Спирин Михаил Иванович
11377,Корытько Михаил Николаевич
11378,Дзюба Владислав Владимирович
11379,Волошин Юрий Викторович
11380,Гракова Наталья Федоровна 
11381,Худорожков Сергей Вячеславович
11382,Ванг Сергей Альбертович
11383,Давиденко Олег Васильевич
11384,Толстобров Вадим Николаевич
11386,Кравец Ольга Николаевна
11387,Чувашов Вячеслав Анатольевич
11388,Ивкин Владимир Александрович
11389,Овчаров Олег Александрович
11390,Бабанов Сергей Константинович
11391,Клименов Игорь Анатольевич
11392,Виноградов Вячеслав Викторович
11393,Ющенко Александр Николаевич
11394,Костенко Алексей Сергеевич
11395,Козлов Павел  Николаевич
11396,Харитонов Александр Арсентьевич
11397,Ильин Олег Владимирович
11399,Медведев Юрий Николаевич
11400,Федюшин Константин Александрович
11401,Казаков Геннадий Юрьевич
11402,Звонарёв Александр Петрович
11403,Робота Александр Леонидович
11404,Мороз Иван Васильевич
11406,Стайкова Н.Н. 
11407,Теущаков Николай Васильевич
11408,Евтушенко Сергей Владимирович
11409,Сафронов Виталий Васильевич
11410,Сорокин Андрей Леонидович
11411,Игнатенков Валерий Иванович
11412,Краснов Юрий Александрович
11413,Михайленко Вячеслав Иванович
11414,Гончаров Алексей Васильевич
11415,Бирюков Николай Николаевич
11417,Корольков Роман В.
11419,Кусакин Сергей Николаевич
11420,Черунов Андрей Васильевич
11421,Иванов Родион Львович
11422,Жуланов Дмитрий Васильевич
11423,Лушникова О.П. 
11424,Желудов Григорий Владимирович
11425,Криницин Игорь Борисович
11426,Закиров Марат Асадович
11427,Малиновский Роман Станиславович
11428,Фардиев Илдус Рахматуллович
11431,Олейник Андрей Альбертович
11433,Заикин Геннадий Вениаминович
11434,Маёнкова Светлана  М.
11436,Узлов Владимир Николаевич
11437,Масляник Юрий Леонидович
11438,Бодраков Казбек Султанбиевич
11440,Кошечкина Анна Владимировна
11441,Купеев Алан Борисович
11442,Гугкаев Артур Александрович
11444,Хашкулов Биберд Амербиевич
11445,Азизов Григорий Георгиевич
11446,Хамадишин Дауфит Закирович
11447,Хиалеев Эдуард Данилович
11448,Шабалин Андрей Александрович
11449,Ахметшина Г. Г.
11450,Бельмач Владимир Дмитриевич
11451,Шевчук Борис Иванович
11452,Тодояков Олег Николаевич
11453,Иванов Андрей Александрович
11454,Черноусова Надежда И.
11455,Алтухов Сергей Анатольевич
11456,Сенчуков Виталий Геннадьевич
11457,Карнеев Олег Анатольевич
11458,Шимакович Наталья  Ивановна
11459,Бажан Ярослав Иосифович
11460,Абалымов Алексей Владимирович
11461,Якубенко Алексей Владимирович
11462,Сагалаков Леонид Алексеевич
11463,Чащин Вячеслав Георгиевич
11464,Пестов Виктор Владимирович
11465,Огребов Максим Владимирович
11466,Шакирова Нурсиля Раисовна
11468,Авсянский Виктор Николаевич
11469,Брант Виктор Адольфович
11471,Бардадын Александр Анатольевич
11472,Шуйский Сергей Михайлович
11473,Агарков Сергей Иванович
11474,Исаков Геннадий Николаевич
11475,Ирисханов Анзор Ахметович
11476,Альсултанов Ибрагим Мусаевич
11478,Гелагаев Аднан Магомедович
11479,Усманов Муса Абдулкаримович
11481,Нецкин Алексей Алексеевич
11482,Горбунков Дмитрий Николаевич
11483,Кондин Сергей Александрович
11484,Смирнов Юрий Дмитриевич
11485,Скворцов Юрий Алексеевич
11486,Дмитриев Александр Владиславич
11487,Ванеев Игорь Николаевич
11488,Волосевич Владимир Владимирович
11489,Авдеев Владимир Владимирович
11490,Бычков Сергей Иванович
11491,Тимербулатов Гаяз Нурфаезович
11492,Боброва Наталья Геннадьевна
11494,Дяченко Юрий Васильевич
11495,Лычковский Виктор Михайлович
11497,Борисов Александр Сергеевич
11502,Альхаова Атлана Султановна
11508,Костин Александр Николаевич
11509,Атабаев Бекхан Якубович
11510,Кулагин Игорь Анатольевич
11514,Денисевич Вера  Владимировна
11516,Карасин Григорий Борисович
11517,Гатилов Геннадий Михайлович
11518,Богданов Михаил Леонидович
11519,Мешков Алексей Юрьевич
11521,Моргулов Игорь Владимирович
11522,Рябков Сергей Алексеевич
11523,Небензя Василий Алексеевич
11525,Каграманян Игорь Николаевич
11526,Костенников Дмитрий Вячеславович
11528,Краевой Сергей Александрович
11538,Третьяк Наталья Владимировна
11543,Наминова Ольга  Ивановна
11547,Бабкина Надежда Георгиевна
11548,Балакин Михаил Дмитриевич
11549,Батышева Татьяна Тимофеевна
11550,Гусева Людмила Ивановна
11551,Зотова Зоя Михайловна
11552,Зубрилин Николай Григорьевич
11553,Зюганов Леонид Андреевич
11554,Ильичева Ирина Викторовна
11555,Картавцева Лариса Руслановна
11556,Лайшев Ренат Алексеевич
11557,Ломакина Татьяна Евгеньевна
11558,Минько Нина Григорьевна
11559,Мишин Алексей Валентинович
11560,Молев Антон Ильич
11561,Назарова Ирина Александровна
11562,Перфилова Надежда Рафаиловна
11563,Поселёнов Павел Александрович
11564,Сметанов Александр Юрьевич
11565,Сорока Олег Иосифович
11566,Теличенко Валерий Иванович
11567,Шапошников Алексей Валерьевич
11568,Шарапова Ольга Викторовна
11569,Шастина Вера Ростиславовна
11570,Шибаев Андрей Вячеславович
11571,Шувалова Елена Анатольевна
11572,Ярославская Ольга Владимировна
11573,Омельченко Олег Петрович
11574,Князятова Римма Игоревна
11575,Крутышев Андрей Владимирович
11576,Таран Антон Юрьевич
11577,Юзвикова Марина Александровна
11578,Залунин Сергей Евгеньевич
11579,Лапшенкова Галина Александровна
11580,Мень Игорь Вячеславович
11581,Фролов Григорий  Николаевич
11582,Вакаренко Елена Ивановна
11583,Сверчкова Марина Владимировна
11585,Воропанова Ирина Анатольевна
11586,Тимохов Сергей Константинович
11593,Волин Алексей Константинович
11595,Евраев Михаил Яковлевич
11598,Козырев Алексей Олегович
11600,Шмулевич Марк Михайлович
11601,Забайкин Сергей Васильевич
11604,Каганов Вениамин Шаевич
11605,Климов Александр Алексеевич
11606,Толстикова Екатерина Андреевна
11607,Исмаилов Рашид Рустам оглы
11608,Загайнов Алексей Анатольевич
11610,Давыдова Галина Петровна
11612,Павленко Алексей Викторович
11615,Храмов Денис Геннадьевич
11617,Брциев Олег Юрьевич
11618,Баллаева Белла Батрбековна
11620,Терентьев Андрей Валерьевич
11621,Пак Олег Борисович
11622,Малинин Алексей Весьмирович
11623,Маслов Александр Васильевич
11624,Массух Илья Иссович
